type_structure,nom,code_postal,ville,adresse,email,site_web,siret,telephone
Espace de vie sociale,PROXIMITE,94500,Champigny-sur-Marne,PROXIMITE 27 rue Charles Fourrier 94500 Champigny-sur-Marne,assoproximite@outlook.fr,,437 844 996 00029,
Espace de vie sociale,L'ESCALE,94420,Le Plessis-Trévise,L'ESCALE 19 AVENUE DE LA MARECHALE 94420 Le Plessis-Trévise,escale.epicerie.soc@gmail.com,,45210385600038,
Espace de vie sociale,ASPIR,94240,L'Haÿ-les-Roses,ASPIR 4 allée des violettes 94240 L'Haÿ-les-Roses,aspirlhay@orange.fr,,433 774 114 00014,
Espace de vie sociale,LARRIS AU COEUR,94120,Fontenay-sous-Bois,LARRIS AU COEUR MDCVA 16 rue du Révérend Père Aubry/ activités 5 et 7 rue Jean Macé 94120 Fontenay sous bois 94120 Fontenay-sous-Bois,larris.aucoeur@yahoo.fr,,50824698000017,
Espace de vie sociale,SOLIDARITE INTERNATIONALE,94400,Vitry-sur-Seine,SOLIDARITE INTERNATIONALE 35 rue Ampère esc B 94400 Vitry-sur-Seine,solidariteinter@yahoo.fr,http://w.w.w solidarite-internationale-vitrysurseine.com,47937267400016,
Espace de vie sociale,LES ROBINS DES BORDES,94430,Chennevières-sur-Marne,LES ROBINS DES BORDES 127 rue des Bordes 94430 Chennevières-sur-Marne,lesrobinsdesbordes@gmail.com,http://lesrobinsdesbordes.blogspot.fr,79424850000025,
Espace de vie sociale,ESPACE LES MONIS,94400,Vitry-sur-Seine,ESPACE LES MONIS 6 avenue de la commune de Paris 94400 Vitry-sur-Seine,asso@espacelesmonis.fr,http://6 avenue de la Commune d Paris T3 RDC,517 677 753 00017,
Espace de vie sociale,IRO-O,94500,Champigny-sur-Marne,IRO-O 6 rue germinal 94500 Champigny-sur-Marne,association.iro@gmail.com,http://www.iro-o.fr,492 238 993 00025,0149838434
Espace de vie sociale,SOL'EPI,94550,Chevilly-Larue,SOL'EPI 18 rue du poitou 94550 Chevilly-Larue,solepi94@gmail.com,https://solepi94.com/,52178729100017,0146866813
Espace de vie sociale,FRMIC,94500,Champigny-sur-Marne,FRMIC 5 mail rodin 94500 Champigny-sur-Marne,frmic94@aol.com,,42863649200012,
Espace de vie sociale,LEO LAGRANGE,94380,Bonneuil-sur-Marne,LEO LAGRANGE 5 rue des Clavizis et 13 rue Léa Maury 94380 Bonneuil-sur-Marne,sforestier.leolagrange@orange.fr,"http://page facebook  ""Association Club Léo Lagrange de Bonneuil""",377 635 230 000 57,
Espace de vie sociale,EPI DE SON,94370,Sucy-en-Brie,EPI DE SON 9 place de la fraternité 94370 Sucy-en-Brie,s.rousset@ville-sucy.fr,http://epideson.fr,52293718400011,0981073925
Espace de vie sociale,ASSISCB,91270,Vigneux-sur-Seine,"ASSISCB 2 ter rue Montaigne, place Huido 91270 Vigneux-sur-Seine",c.agbeti@assiscb.com,http://www.assiscb.fr,440790152 00035,
Espace de vie sociale,INTERMEDES ROBINSON,91160,Longjumeau,INTERMEDES ROBINSON 28 rue des Marguerites 91160 Longjumeau,intermedes@orange.fr,http://www.intermedes-robinson.org,,
Espace de vie sociale,ASSOCIATION LA CARAVANE DU PARTAGE,91590,Cerny,ASSOCIATION LA CARAVANE DU PARTAGE 1 r Michel Cadoret 91590 Cerny,lacaravanedupartage@gmail.com,http://1 rue michel cadoret,80878010000018,
Espace de vie sociale,ASSOCIATION PREVENTION ECHEC SCOLAIRE,91240,Saint-Michel-sur-Orge,ASSOCIATION PREVENTION ECHEC SCOLAIRE 19 rue berlioz 91240 Saint-Michel-sur-Orge,apes91@yahoo.fr,http://www.apes91240.fr,51952028200020,
Espace de vie sociale,"Maison des Jeunes et de la Culture de Ste Geneviève des Bois (MJC), Maison Pour Tous (MPT)",91700,Sainte-Geneviève-des-Bois,"Maison des Jeunes et de la Culture de Ste Geneviève des Bois (MJC), Maison Pour Tous (MPT) 5, 7 rue du Canal 91700 Sainte-Geneviève-des-Bois",contact@lamjc.fr,http://lamjc.fr,31194642000024,0766435191
Espace de vie sociale,ANIMAKT,91160,Saulx-les-Chartreux,ANIMAKT 1 rue du Lieutenant Emile Fontaine 91160 Saulx-les-Chartreux,info@animakt.fr,http://animakt.fr,42247205000026,
Espace de vie sociale,MJC RELIEF,91420,Morangis,MJC RELIEF 1 avenue de la République 91420 Morangis,accueil@mjc-relief.com,http://www.mjc-relief.com,40991397700032,0169093316
Espace de vie sociale,LA MAISON DES PART'AGES,91850,Bouray-sur-Juine,LA MAISON DES PART'AGES 41 rue de la pingaudière 91850 Bouray-sur-Juine,maisondespartages@gmail.com,http://www.lamaisondespartages.fr,79241403900034,0783975108
Espace de vie sociale,CERISE,92000,Nanterre,"CERISE 13 rue Louis Lecuyer, tour Kerguelen 92000 Nanterre",cerise.92000@gmail.com,http://www.asso-cerise.fr,39000456200034,0982571832
Espace de vie sociale,ZY'VA,92000,Nanterre,"ZY'VA 8, résidence des Glycines 92000 Nanterre",zyva.asspro@gmail.com,http://www.zyva.fr,41980477800019,
Espace de vie sociale,NAHDA,92000,Nanterre,NAHDA 3 RUE DES AUBEPINES 92000 NANTERRE 92000 Nanterre,nejmabelhadj03@hotmail.fr,,32709602000067,
Espace de vie sociale,CLUB DES CHARDONS,92600,Asnières-sur-Seine,"CLUB DES CHARDONS 2, rue Charles Linné 92600 Asnières 92600 Asnières-sur-Seine",clubdeschardons@wanadoo.fr,http://www.clubdeschardons.fr,30077326400050,
Espace de vie sociale,PIERRE KOHLMANN,92160,Antony,"PIERRE KOHLMANN 5, allee de la Volga 92160 Antony",pk@pierrekohlmann.fr,www.pierrekohlmann.com,,0142370632
Espace de vie sociale,AFI Accueil aux Familles et Insertion,92100,Boulogne-Billancourt,"AFI Accueil aux Familles et Insertion 149, allee du Forum 92100 Boulogne-Billancourt",afi.boulogne@orange.fr,www.afiboulogne.jimdo.com,35290118500038,
Espace de vie sociale,ASTI,92130,Issy-les-Moulineaux,"ASTI 14, rue Paul Bert 92130 Issy-les-Moulineaux",alainvinatier@asti-issy.org,http://www.asti-issy.org,32585953600030,0141909031
Espace de vie sociale,CONTRÔLE Z,92500,Rueil-Malmaison,"CONTRÔLE Z 178, avenue du 18 juin 1940, 17 résidence la Lutèce 92500 Rueil-Malmaison",julie@controle-z.net,http://www.controle-z.net,45048154400036,0147084474
Espace de vie sociale,ASSOCIATION JEUNESSE INSERTION RENCONTRES (AJIR),95220,Herblay-sur-Seine,ASSOCIATION JEUNESSE INSERTION RENCONTRES (AJIR) 69 RUE DE CHANTEPUITS HERBLAY 95220 Herblay-sur-Seine,ajir@dbmail.com,http://n?ant,349 078 519 00031,
Espace de vie sociale,Association Pirouette,95290,L'Isle-Adam,Association Pirouette 9 place Hubert Jolivet 95290 L'Isle-Adam,ludothequepirouette@gmail.com,http://ludopirouette.wordpress.com,44967780600027,0134080170
Espace de vie sociale,ASSOCIATION LA SOURCE-VILLARCEAUX,95710,Chaussy,ASSOCIATION LA SOURCE-VILLARCEAUX Domaine de Villarceaux CHAUSSY 95710 Chaussy,lasourcevillarceaux@wanadoo.fr,associationlasource.fr,,
Espace de vie sociale,ASSOCIATION PRÉPARONS L'AVENIR DE NOS ENFANTS ( APAE),95350,Saint-Brice-sous-Forêt,ASSOCIATION PRÉPARONS L'AVENIR DE NOS ENFANTS ( APAE) 3 Allée Auguste Renoir SAINT BRICE SOUS FORET 95350 Saint-Brice-sous-Forêt,apae.avenir@gmail.com,http://apae-avenir.fr,480 523 109 00019,
Espace de vie sociale,ASSOCIATION A VOS JEUX,95320,Saint-Leu-la-Forêt,ASSOCIATION A VOS JEUX 64 rue du Chateau SAINT LEU LA FORET 95320 Saint-Leu-la-Forêt,avosjeuxasso@free.fr,http://avosjeux.odoo.fr,47888656700021,
Espace de vie sociale,VILLE D'ENGHIEN LES BAINS,95880,Enghien-les-Bains,VILLE D'ENGHIEN LES BAINS Nouvelles Solidarités et Pôle Animation Séniors. CCAS 57 rue du Général de Gaulle 95880 ENGHIEN LES BAINS 95880 Enghien-les-Bains,vdacqmine@enghien95.fr,http://www.ville-enghienlesbains.fr,269 500 500 000 13,0134284545
Espace de vie sociale,"Le Zef, café associatif",91800,Brunoy,"Le Zef, café associatif 7 place de la Pyramide 91800 Brunoy",contact@lesailesdumoulin.org,https://www.lezef.fr,832 873 129 00023,0984120772
Espace de vie sociale,EVS ITINERANT LE P'TIT VOYAGEUR,91410,La Forêt-le-Roi,EVS ITINERANT LE P'TIT VOYAGEUR 52 rue du pont de l'Aridaine 91410 La Forêt-le-Roi,laforge@adgve.com,http://www.adgve.com,30587230100042,
Espace de vie sociale,ASSOCIATION DES FAMILLES ET AMIS DE L'AFRIQUE DE MASSY,91300,Massy,ASSOCIATION DES FAMILLES ET AMIS DE L'AFRIQUE DE MASSY 26 Allée Emile Zola 91300 Massy,afam91300@yahoo.fr,,4885661750029,
Espace de vie sociale,ASSOCIATION FARINE DE FROMENT / LE SILO,91660,Le Mérévillois,"ASSOCIATION FARINE DE FROMENT / LE SILO 1, rue du Pont de Boigny 91660 Le Mérévillois",contact@lesilo.com,https://www.lesilo.org,391 874 401 00014,0164950098
Espace de vie sociale,Club d'Animation des Jeunes de Thiais,94320,Thiais,"Club d'Animation des Jeunes de Thiais 91, avenue du Général de Gaulle 94320 Thiais",cajt94@orange.fr,http://www.cajt.fr,41772055400019,0148538091
Espace de vie sociale,La Bulle Tech,77880,Grez-sur-Loing,La Bulle Tech 83 rue Wilson 77880 Grez-sur-Loing,labulletech@gmail.com,http://www.labulletech.com,78882378900011,0444446040
Espace de vie sociale,ANGI - Association NOUVELLE GENERATION IMMIGREE (EVS),93300,Aubervilliers,ANGI - Association NOUVELLE GENERATION IMMIGREE (EVS) 9 rue de la Maladrerie - Aubervilliers 93300 Aubervilliers,asso.angi@gmail.com,,0,
Espace de vie sociale,Le ROCHER OASIS DES CITES - Antenne de Bondy (EVS),93140,Bondy,Le ROCHER OASIS DES CITES - Antenne de Bondy (EVS) Avenue Suzanne Buisson 93140 Bondy,oasis.cites@assolerocher.org,http://www.assolerocher.org,479 271 751 00030,
Espace de vie sociale,AURORE - Epicerie Solidaire (EVS),93100,Montreuil,AURORE - Epicerie Solidaire (EVS) 30 rue de Saint Antoine 93100 Montreuil,epicere@aurore.asso.fr,,77568497000541,
Espace de vie sociale,Le JOLI MAI - LES HEUREUX (EVS),93400,Saint-Ouen-sur-Seine,Le JOLI MAI - LES HEUREUX (EVS) 39 rue Anselme 93400 Saint-Ouen-sur-Seine,jolimai93400@gmail.com,http://www.jolimai.net,821 054 681 00027,
Espace de vie sociale,ROUGEMONT SOLIDARITE (EVS),93270,Sevran,ROUGEMONT SOLIDARITE (EVS) 10 rue Pierre Brossolette 93270 Sevran,assrgtsolidarite@orange.fr,,42934968100040,
Espace de vie sociale,D2C - Association DIVERS CITES CULTURES (EVS),93270,Sevran,D2C - Association DIVERS CITES CULTURES (EVS) 6 ALL LA PEROUSE- Sevran 93270 Sevran,ahanbli@sfr.fr,http://d2c-sevran.fr/,0,
Espace de vie sociale,CAFE ASSOCIATIF ET COOPERATIF LE P'TIT CERNY,91590,Cerny,"CAFE ASSOCIATIF ET COOPERATIF LE P'TIT CERNY 1, rue de l'égalité 91590 Cerny",leptitcerny@gmail.com,http://www.leptitcerny.fr,837 637 198 000 16,0169909716
Espace de vie sociale,MJC GOMETZ LE CHATEL,91940,Gometz-le-Châtel,MJC GOMETZ LE CHATEL 76 RUE SAINT NICOLAS 91940 Gometz-le-Châtel,mjc.gometzlechatel@gmail.com,https://mjcgometzlechatel.wordpress.com/,82252746100013,0675345977
Espace de vie sociale,ACCORDERIE PARIS 19,75019,Paris 19e Arrondissement,ACCORDERIE PARIS 19 18 rue de l'Orme 75019 Paris 19e Arrondissement,paris19@accorderie.fr,http://www.accorderie.fr/paris19,83498194600025,
Espace de vie sociale,L'ACCORDERIE DU GRAND BELLEVILLE,75020,Paris 20e Arrondissement,L'ACCORDERIE DU GRAND BELLEVILLE 43 rue des panoyaux 75020 Paris 20e Arrondissement,belleville@accorderie.fr,https://www.accorderie.fr/accorderie-paris-grand-belleville,83147340000024,
Espace de vie sociale,ESPOIR 18,75018,Paris 18e Arrondissement,ESPOIR 18 7 rue Tristan Tzara 75018 Paris 18e Arrondissement,dir.gen.espoir18@gmail.com,https://espoir18.org/,45057218500038,0954777018
Espace de vie sociale,LA RESSOURCERIES DES BATIGNOLLES,75017,Paris 17e Arrondissement,LA RESSOURCERIES DES BATIGNOLLES 132 rue saussure 75017 Paris 17e Arrondissement,no_email-75117-6,,,
Espace de vie sociale,Centre Corot Entraide d'Auteuil,75016,Paris 16e Arrondissement,Centre Corot Entraide d'Auteuil 4 rue corot 75016 Paris 16e Arrondissement,abrucker@corot-entraide.org,http://www.corot-entraide.org,34226673100013,0145245446
Espace de vie sociale,ENSEMBLE AUX FRERES VOISIN,75015,Paris 15e Arrondissement,ENSEMBLE AUX FRERES VOISIN 18 allee des Freres Voisin 75015 Paris 15e Arrondissement,collectif.assos.freresvoisin@gmail.com,,84240889000015,
Espace de vie sociale,ANIMOMES BEAUGRENELLE,75015,Paris 15e Arrondissement,ANIMOMES BEAUGRENELLE 8 place de Brazzaville 75015 Paris 15e Arrondissement,animomes.ericvernier@orange.fr,,37981956800021,
Espace de vie sociale,L'ACCORDERIE PARIS SUD,75014,Paris 14e Arrondissement,L'ACCORDERIE PARIS SUD 6 rue maurice bouchor 75014 Paris 14e Arrondissement,paris-sud@accorderie.fr,http://www.accorderie.fr/paris14/,83333142400014,
Espace de vie sociale,REGIE DE QUARTIER TELA 13,75013,Paris 13e Arrondissement,REGIE DE QUARTIER TELA 13 47 rue du javelot 75013 Paris 13e Arrondissement,contact@tela13.org,http://tela13.org,45297468600019,0768809079
Espace de vie sociale,Moi & Mes Enfants,75013,Paris 13e Arrondissement,Moi & Mes Enfants 7/9 rue du Docteur Charles Richet 75013 Paris 13e Arrondissement,lesparages75013@gmail.com,https://www.moi-et-mes-enfants.com/,83235826100036,0983677283
Espace de vie sociale,Le Troisième café,75003,Paris 3e Arrondissement,Le Troisième café 16 rue de Beauce 75003 Paris 3e Arrondissement,contact@troisiemecafe.org,troisiemecafe.org,,
Espace de vie sociale,ASSOCIATION AVERROES,95190,Goussainville,ASSOCIATION AVERROES 13 rue millet 95190 Goussainville,formation.averroes@gmail.com,http://Www.formation-averroes.com,5231350900021,0659295063
Espace de vie sociale,Association ESCALE,95440,Écouen,"Association ESCALE CENTRE CULTUREL S.SIGNORET, 14 avenue Foch 95440 Écouen",info@escale-ecouen.fr,http://www.escale ecouen.fr,32995249300016,
Espace de vie sociale,LA BRIE POUR TOUS,77320,La Ferté-Gaucher,LA BRIE POUR TOUS 3 Rue D'Orient 77320 La Ferté Gaucher 77320 La Ferté-Gaucher,labriepourtous@gmail.com,,87800296300014,
Espace de vie sociale,LE FAIT TOUT (EVS),93100,Montreuil,LE FAIT TOUT (EVS) 166 rue Edouard Branly 93100 Montreuil,adm.faittout@gmail.com,http://lefait-toutboissière.fr,82339840900024,
Espace de vie sociale,SFMAD (EVS),93240,Stains,SFMAD (EVS) 7 RUE LAMARTINE 93240 Stains,sfm.ad@sfmad.fr,,3998886840012,
Espace de vie sociale,CVS ARCHE EN CIEL,78711,Mantes-la-Ville,"CVS ARCHE EN CIEL 30, rue Victor Schoelcher Mantes la Ville 78711 Mantes-la-Ville",modifier@modification.fr,http://www.manteslaville.fr,A compléter,0130985549
Espace de vie sociale,EVS LA JOIE DE VIVRE,78560,Le Port-Marly,EVS LA JOIE DE VIVRE 11 Avenue Simon Vouet 78560 Le Port-Marly,evs@port-marly.fr,,26780144700017,
Espace de vie sociale,ACCORDERIE 18,75018,Paris 18e Arrondissement,ACCORDERIE 18 5 Rue André Messager 75018 Paris 18e Arrondissement,paris18@accorderie.fr,https://www.accorderie.fr/accorderie-paris-18eme/,84841496700028,
Espace de vie sociale,association Les Hauts de Belleville,75020,Paris 20e Arrondissement,association Les Hauts de Belleville 43-45 RUE DU BORREGO 75020 Paris 20e Arrondissement,marnia.bouhafs@assohdb.fr,http://mjc-leshautsdebelleville.com,77569584400024,0143646813
Espace de vie sociale,INTER 7,75007,Paris 7e Arrondissement,INTER 7 14 rue Pierre Villey 75007 Paris 7e Arrondissement,association@inter7.fr,http://www.inter7.fr,31515952500031,0147054844
Espace de vie sociale,MPT-MJC JEAN VILAR,91430,Igny,MPT-MJC JEAN VILAR rue de Crewkerne 91430 Igny,contact@mjc-igny.org,https://www.mjc-igny.org,30306462000022,0169412377
Espace de vie sociale,ESPACE DE VIE SOCIALE DES CORDELIERS,95300,Pontoise,ESPACE DE VIE SOCIALE DES CORDELIERS 2 Rue Rodin Pontoise 95300 Pontoise,mpolin@ville-pontoise.fr,,,
Espace de vie sociale,ESPACE DE VIE SOCIALE - COMPAGNONS BATISSEURS IDF,94120,Fontenay-sous-Bois,ESPACE DE VIE SOCIALE - COMPAGNONS BATISSEURS IDF 6 Allee Maxime Gorki 94120 Fontenay-sous-Bois,cbiledefrance@compagnonsbatisseurs.eu,https://www.compagnonsbatisseurs.eu/,797 799 863 00031,
Espace de vie sociale,LES TEMPS DURABLES,94450,Limeil-Brévannes,"LES TEMPS DURABLES 1, place Louis Aragon 94450 Limeil-Brévannes",nora.zemouche@limeil.fr,,21940044700013,
Espace de vie sociale,MJC,94130,Nogent-sur-Marne,MJC 36 Boulevard Galliéni Nogent sur Marne 94130 Nogent-sur-Marne,thomasjury@mjc-nogent.com,http://www.mjc-nogent.com,78574063000013,0148733767
Espace de vie sociale,EVS NECKER FALGUIERE,75015,Paris 15e Arrondissement,EVS NECKER FALGUIERE 15 rue Georges Duhamel 75015 Paris 15e Arrondissement,contact@evsnf15.eu,http://www.evsnf15.eu,85033080400012,0143259473
Espace de vie sociale,ASSOCIATION GÉNÉRATION II,91000,Évry-Courcouronnes,ASSOCIATION GÉNÉRATION II 37 rue du Bois Sauvage 91000 Évry-Courcouronnes,agci2generation@gmail.com,http://www.generation2-citoyennete-integration.fr,43861505600027,0160781253
Espace de vie sociale,LE SECOURS FRATERNEL,91130,Ris-Orangis,LE SECOURS FRATERNEL 83 route de Grigny 91130 Ris-Orangis,contact@lesecoursfraternel.fr,https://www.lesecoursfraternel.fr/,810 682 872 00025,0169456608
Espace de vie sociale,L'OPTI'MIX,77400,Lagny-sur-Marne,L'OPTI'MIX 33 Avenue de la République ( Entrée principale par la Rue Calmette) - Parking voisin : 31 Boulevard du Général Leclerc 77400 Lagny-sur-Marne,optimix@lagny-sur-marne.fr,https://www.lagny-sur-marne.fr/actualites/,267 708 642,0164127400
Espace de vie sociale,AOJE (OEUVRES DE JEUNESSE D'ENNERY),95300,Ennery,AOJE (OEUVRES DE JEUNESSE D'ENNERY) 9 chemin 95300 Ennery,contact@aoje.fr,,41480108400016,
Espace de vie sociale,MAUREPAS ENTRAIDE,78310,Maurepas,"MAUREPAS ENTRAIDE 16, rue de Saône 78310 MAUREPAS 78310 Maurepas",contact@maurepas-entraide.fr,http://www.maurepasentraide.fr,347 443 103 000 10,0134620045
Espace de vie sociale,EVS ACCORDERIE DE CACHAN,94230,Cachan,EVS ACCORDERIE DE CACHAN 175 avenue Aristide Briand 94230 Cachan,cachan@accorderie.fr,https://www.accorderie.fr/cachan/,82881894800022,
Espace de vie sociale,EVS LES COULEURS DE LA DALLE,94400,Vitry-sur-Seine,EVS LES COULEURS DE LA DALLE 4 allee du Petit Tonneau 94400 Vitry-sur-Seine,lcd-vitry94@orange.fr,,513 625 038 00023,
Espace de vie sociale,LE 17 Espace de Vie Sociale,77730,Saâcy-sur-Marne,LE 17 Espace de Vie Sociale 17 rue chef-de-ville 77730 Saâcy-sur-Marne,le17@saacysurmarne.fr,https://www.facebook.com/profile.php?id=61579249185840,21770397400014,
Espace de vie sociale,EVS Andrésy,78570,Andrésy,EVS Andrésy 55 avenue des robaresses 78570 Andrésy,evs@andresy.com,,27780015000013,
Espace de vie sociale,CHAP'CO,91870,Boissy-le-Sec,CHAP'CO 8 allee des chevreuils 91870 Boissy-le-Sec,contact@chapco.fr,http://chapco.fr,795 082 841 00011,0684204145
Espace de vie sociale,KIFEKOI,91380,Chilly-Mazarin,KIFEKOI 23-25 rue Pasteur 91380 Chilly-Mazarin,contact.kifekoi@gmail.com,https://www.kifekoi-asso.fr/,7895696540002,
Espace de vie sociale,MAISON DU VILLAGE,91000,Évry-Courcouronnes,MAISON DU VILLAGE place du Général de Gaulle 91000 Évry-Courcouronnes,mq.village@evrycourcouronnes.fr,,20008352500010,
Espace de vie sociale,MJC BOBY LAPOINTE,91140,Villebon-sur-Yvette,MJC BOBY LAPOINTE 8 rue des Maraichers 91140 Villebon-sur-Yvette,direction@mjcvillebon.org,https://www.mjcvillebon.org/,32159310500026,
Espace de vie sociale,BALAGNY - ACSA (EVS),93600,Aulnay-sous-Bois,BALAGNY - ACSA (EVS) 8 RUE DU LIMOUSIN 93600 Aulnay-sous-Bois,m.chalal@asso-acsa.fr,,34768441700038,
Espace de vie sociale,PPV - LE COLLECTIF LE PONT COMMUN (EVS),93200,Saint-Denis,PPV - LE COLLECTIF LE PONT COMMUN (EVS) 232 avenue du President Wilson 93200 Saint-Denis,direction@ppv93.fr,,41424880700045,
Espace de vie sociale,EVS MOM ARGENTEUIL,95100,Argenteuil,EVS MOM ARGENTEUIL Place Pierre Semard 95100 Argenteuil,momargenteuil@momartre.com,,50996337700155,
Espace de vie sociale,Régie de Quartier Fécamp 12,75012,Paris 12e Arrondissement,Régie de Quartier Fécamp 12 51 rue de Fécamp 75012 Paris 12e Arrondissement,liensocial@regie12.fr,http://www.regie12.fr,51479033600010,0146282087
Espace de vie sociale,LA MAISON DES JEUX,75020,Paris 20e Arrondissement,LA MAISON DES JEUX 86 RUE DES COURONNES 75020 Paris 20e Arrondissement,stratajmparis@gmail.com,,529 819 682 00012,
Espace de vie sociale,LA RESSOURCERIE CREATIVE,75014,Paris 14e Arrondissement,LA RESSOURCERIE CREATIVE 95 AVENUE DU GENERAL LECLERC 75014 Paris 14e Arrondissement,sarrondelle@laressourceriecreative.com,https://www.laressourceriecreative.com/,80956195400029,0185099663
Espace de vie sociale,MAISON DES DROITS JEANNE CHAUVIN,77270,Villeparisis,MAISON DES DROITS JEANNE CHAUVIN 18 AVENUE DES CHENES 77270 Villeparisis,maisondesdroits@mairie-villeparisis.fr,,217 705 144 00012,
Espace de vie sociale,FORUM DU PAYS PROVINOIS - ESPACE DE VIE SOCIALE DE LONGUEVILLE,77650,Longueville,FORUM DU PAYS PROVINOIS - ESPACE DE VIE SOCIALE DE LONGUEVILLE MAIRIE DE LONGUEVILLE - 13 RUE HENRI FOUILLERET 77650 Longueville,forumpaysprovinois@gmail.com,,84301688200014,
Espace de vie sociale,LA PARENTAISE ENFANTINE,91270,Vigneux-sur-Seine,LA PARENTAISE ENFANTINE 24-26 RUE RAYMOND BALLET 91270 Vigneux-sur-Seine,laparentaiseenfantine@gmail.com,http://laparentaiseenfantine.fr/,84029778200012 / 9499Z,0612576067
Espace de vie sociale,LA MAISON DU COIN,91800,Brunoy,LA MAISON DU COIN 15 RUE MONMARTEL 91800 Brunoy,c.banet-rivet@habitat-humanisme.org,https://www.habitat-humanisme.org/projets/la-maison-du-coin-a-brunoy/,39889587000077,0472274258
Espace de vie sociale,LA MAISON DE LA PEPINIERE,91330,Yerres,LA MAISON DE LA PEPINIERE 143 RUE DE CONCY 91330 Yerres,admin@pepinieredeyerres.org,http://www.pepinieredeyerres.org,87884769800023,0615681477
Espace de vie sociale,RACINES ET HORIZONS,95100,Argenteuil,RACINES ET HORIZONS 6 AVENUE JEAN JAURES 95100 Argenteuil,associationracinesethorizons@gmail.com,https://www.racinesethorizons.fr/,51022723400018,
Espace de vie sociale,ESPACE MOMES ESPACE VIE SOCIALE,92110,Clichy,ESPACE MOMES ESPACE VIE SOCIALE 34 rue Georges Boisseau 92110 Clichy,espacemomes@orange.fr,http://espacemomes.org,37749320000044,0147377485
Espace de vie sociale,EVS L'ATTRIBUT,91130,Ris-Orangis,EVS L'ATTRIBUT 6 rue Eugène Freyssinet 91130 Ris-Orangis,admin@lattribut.org,http://www.lattribut.org,82787722600023,0633586262
Espace de vie sociale,SOUS TOUS LES TOITS DU MONDE,91350,Grigny,SOUS TOUS LES TOITS DU MONDE AVENUE DES SABLONS 91350 Grigny,sttdm@wanadoo.fr,,,
Espace de vie sociale,EVS ESPACE de Vie Sociale,94440,Villecresnes,EVS ESPACE de Vie Sociale 9 RUE DE L'EGLISE 94440 Villecresnes,espacefamilles@villecresnes.fr,,26940042000015,
Espace de vie sociale,ADEPT Asssociation Departementale (s) pour la Promotion et l'accès aux droits des Tsiganes et Gens du voyage,94000,Créteil,ADEPT Asssociation Departementale (s) pour la Promotion et l'accès aux droits des Tsiganes et Gens du voyage 50 rue eugène dupus 94000 Créteil,accueil94@adept-asso.fr,https://adept93.wixsite.com/adept-asso,38216536300039,
Espace de vie sociale,Les FEMMES RELAIS (EVS),93000,Bobigny,Les FEMMES RELAIS (EVS) 3-5 place des Nations-Unies 93000 Bobigny,association@femmesrelais.fr,https://femmesrelais.fr/,41994259400021,
Espace de vie sociale,CHEZ PHIPHI,75018,Paris 18e Arrondissement,CHEZ PHIPHI 83 TER RUE PHILIPPE DE GIRARD 75018 Paris 18e Arrondissement,chez.phiphi@afev.org,https://www.instagram.com/chez.phiphi/,390 322 055 00281,
Espace de vie sociale,LA KABANE,77660,Saint-Jean-les-Deux-Jumeaux,LA KABANE 2 CHEMIN DU VIEUX PAVE 77660 Saint-Jean-les-Deux-Jumeaux,la.kabane77660@gmail.com,https://lakabane.assoconnect.com/page/2205989-accueil,92294266900016,
Espace de vie sociale,EVS AECS,75017,Paris 17e Arrondissement,EVS AECS 9 VILLA SAINT ANGE 75017 Paris 17e Arrondissement,victor_you@aecs17-asso.org,,82960522900014,
Espace de vie sociale,LE BARBACOT (EVS),77590,Bois-le-Roi,LE BARBACOT (EVS) 7 rue Aimé PERRET 77590 Bois-le-Roi,contact@lebarbacot.fr,https://www.lebarbacot.fr/,89839580100019,
Espace de vie sociale,EVS PLACE DES COULEURS,77000,Melun,EVS PLACE DES COULEURS PLACE D 77000 Melun,contact@placedescouleurs.fr,https://place-d.fr/,89850517700029,0769100469
Espace de vie sociale,ASSOCIATION EMAJ,78590,Noisy-le-Roi,ASSOCIATION EMAJ 24 CHEMIN DU CORNOUILLER 78590 Noisy-le-Roi,contact@emaj78.org,http://www.emaj78.org,44981566100029,
Espace de vie sociale,EVS - CCAS MAREIL-MARLY,78750,Mareil-Marly,EVS - CCAS MAREIL-MARLY 2 rue Tellier frères 78750 Mareil-Marly,evs@mareil-marly.fr,https://www.mareil-marly.fr/LA-FABRICOLE/3354/,21780367500016,0139171490
Espace de vie sociale,ESPACE CULTUREL BORIS VIAN,acompleter,Porcheville,ESPACE CULTUREL BORIS VIAN 50 RUE DELA GRANDE REMISE acompleter Porcheville,evs@mairie-porcheville.fr,,21780501900015,
Espace de vie sociale,EVS MJC LE PLESSIS TREVISE,94420,Le Plessis-Trévise,EVS MJC LE PLESSIS TREVISE 74 AVENUE ARDOUIN 94420 Le Plessis-Trévise,direction.mjc94420@gmail.com,http://mjcleplessistrevise.fr,920 691 201 00015,0637486118
Espace de vie sociale,EVS CHEZ NOUS,95630,Mériel,EVS CHEZ NOUS PLACE JEAN GABIN 95630 Mériel,l.rapinat@meriel.fr,,219503927,
Espace de vie sociale,EVS PHILIBERT DELORME,95140,Garges-lès-Gonesse,EVS PHILIBERT DELORME 5 BIS RUE PHILIBERT DELORME 95140 Garges-lès-Gonesse,attara@villedegarges.com,,21950268900017,
